Timestamp,CPU_Utilization,Memory_Usage_MB,Disk_IO_MBps,Network_In_Mbps,Network_Out_Mbps,Error_Rate_Percentage
2024-11-20 20:26:53.909263,60.86,3205.69,140.32,181.3,506.75,2.4
2024-11-20 20:27:53.909263,39.64,1721.2,72.83,529.16,154.39,3.24
2024-11-20 20:28:53.909263,37.0,3617.8,74.12,289.26,649.19,4.78
2024-11-20 20:29:53.909263,28.53,2496.17,17.06,959.63,161.63,2.41
2024-11-20 20:30:53.909263,46.19,2643.68,159.21,174.24,781.45,2.57
2024-11-20 20:31:53.909263,49.92,2921.6,18.2,240.99,263.97,0.97
2024-11-20 20:32:53.909263,25.36,3640.46,35.33,992.45,754.45,4.64
2024-11-20 20:33:53.909263,31.15,1333.98,197.42,329.45,338.54,1.29
2024-11-20 20:34:53.909263,55.63,1959.27,96.04,611.31,837.99,2.11
2024-11-20 20:35:53.909263,62.34,1679.49,37.78,715.44,701.23,1.87
2024-11-20 20:36:53.909263,44.08,1177.89,37.04,241.84,823.07,1.42
2024-11-20 20:37:53.909263,57.85,3836.47,142.48,160.56,180.49,0.07
2024-11-20 20:38:53.909263,71.71,3595.29,65.7,480.16,418.14,0.03
2024-11-20 20:39:53.909263,45.55,1806.33,141.29,396.97,872.71,4.1
2024-11-20 20:40:53.909263,60.83,1684.73,185.73,675.59,417.04,4.39
2024-11-20 20:41:53.909263,54.04,2977.91,89.61,383.07,425.92,3.39
2024-11-20 20:42:53.909263,46.91,2078.73,12.53,891.89,122.68,1.22
2024-11-20 20:43:53.909263,26.68,1089.56,111.35,550.11,183.15,1.96
2024-11-20 20:44:53.909263,71.12,3099.81,78.08,636.63,444.92,1.19
2024-11-20 20:45:53.909263,22.47,3458.16,60.79,497.86,900.4,2.8
2024-11-20 20:46:53.909263,47.05,1585.11,165.89,623.51,650.95,1.37
2024-11-20 20:47:53.909263,53.69,3281.45,160.19,565.66,823.66,2.51
2024-11-20 20:48:53.909263,29.59,2038.74,185.33,278.91,220.96,1.12
2024-11-20 20:49:53.909263,66.18,2740.17,182.28,778.77,400.97,4.65
2024-11-20 20:50:53.909263,80.96,3647.98,39.83,614.49,558.47,2.58
2024-11-20 20:51:53.909263,67.68,1225.15,152.96,737.91,514.06,1.99
2024-11-20 20:52:53.909263,75.74,3963.42,141.25,665.91,519.05,3.79
2024-11-20 20:53:53.909263,48.76,1790.94,122.85,979.52,906.59,4.91
2024-11-20 20:54:53.909263,38.96,1204.27,18.42,436.05,624.38,2.52
2024-11-20 20:55:53.909263,24.15,4077.45,115.76,271.04,120.33,4.95
2024-11-20 20:56:53.909263,59.69,3845.95,52.11,687.29,503.64,4.35
2024-11-20 20:57:53.909263,32.64,2792.72,122.16,229.2,505.53,1.03
2024-11-20 20:58:53.909263,69.56,4063.84,188.57,521.93,216.27,1.21
2024-11-20 20:59:53.909263,24.84,1929.73,147.96,10.63,55.88,4.77
2024-11-20 21:00:53.909263,57.58,3684.62,152.65,134.35,972.56,0.68
2024-11-20 21:01:53.909263,68.71,4018.91,105.68,536.46,513.71,0.22
2024-11-20 21:02:53.909263,45.36,1761.77,34.87,987.99,30.29,4.5
2024-11-20 21:03:53.909263,35.44,2943.11,79.94,942.91,50.16,4.54
2024-11-20 21:04:53.909263,51.13,1794.85,68.53,984.73,926.84,3.21
2024-11-20 21:05:53.909263,65.08,1289.55,88.19,460.14,259.41,3.94
2024-11-20 21:06:53.909263,47.34,1172.01,86.79,576.52,782.3,4.06
2024-11-20 21:07:53.909263,51.89,2976.32,91.29,685.47,981.46,1.49
2024-11-20 21:08:53.909263,43.99,1746.46,90.49,699.29,767.01,2.58
2024-11-20 21:09:53.909263,64.7,1757.84,8.18,504.08,478.73,1.0
2024-11-20 21:10:53.909263,56.71,3737.87,88.46,404.32,791.88,1.03
2024-11-20 21:11:53.909263,33.89,1265.22,130.05,744.29,570.81,0.49
2024-11-20 21:12:53.909263,40.82,2619.3,156.46,354.89,521.04,1.07
2024-11-20 21:13:53.909263,25.28,1179.7,84.48,812.72,507.9,3.88
2024-11-20 21:14:53.909263,46.12,2639.44,116.77,108.96,936.98,2.36
2024-11-20 21:15:53.909263,56.79,2072.88,121.68,610.46,556.3,1.17
2024-11-20 21:16:53.909263,45.52,3259.27,16.46,877.74,742.18,3.22
2024-11-20 21:17:53.909263,70.76,2996.83,130.27,154.58,122.07,1.07
2024-11-20 21:18:53.909263,76.99,2300.35,58.54,932.74,739.57,1.17
2024-11-20 21:19:53.909263,58.92,3775.89,137.24,413.88,527.55,3.98
2024-11-20 21:20:53.909263,63.62,2323.69,169.02,896.8,436.15,1.48
2024-11-20 21:21:53.909263,28.29,3070.43,142.64,305.33,360.28,3.54
2024-11-20 21:22:53.909263,39.31,3341.06,183.2,383.69,276.33,0.71
2024-11-20 21:23:53.909263,78.3,3256.83,82.17,567.47,249.37,3.26
2024-11-20 21:24:53.909263,54.73,1985.64,9.72,935.99,855.11,3.53
2024-11-20 21:25:53.909263,68.84,2253.94,146.57,359.8,756.06,0.71
2024-11-20 21:26:53.909263,85.18,3541.98,139.81,952.52,922.13,1.47
2024-11-20 21:27:53.909263,43.84,1470.8,162.47,228.78,946.99,1.47
2024-11-20 21:28:53.909263,44.71,2923.44,91.27,86.54,49.39,4.22
2024-11-20 21:29:53.909263,35.58,1689.28,67.91,767.86,238.95,0.19
2024-11-20 21:30:53.909263,84.4,3358.86,179.92,740.14,913.75,1.57
2024-11-20 21:31:53.909263,55.29,1725.82,96.07,624.33,865.61,0.57
2024-11-20 21:32:53.909263,41.0,1755.39,69.27,768.23,609.78,1.01
2024-11-20 21:33:53.909263,79.1,1664.72,197.08,64.46,377.29,2.68
2024-11-20 21:34:53.909263,70.15,2550.67,141.71,758.69,937.45,4.63
2024-11-20 21:35:53.909263,49.07,1418.14,44.23,396.72,285.66,4.36
2024-11-20 21:36:53.909263,59.73,3834.54,185.84,357.39,623.24,0.64
2024-11-20 21:37:53.909263,40.6,1477.66,172.76,712.9,249.25,2.17
2024-11-20 21:38:53.909263,38.41,2532.63,36.07,486.97,991.97,3.68
2024-11-20 21:39:53.909263,50.25,3666.13,33.45,873.54,226.69,0.78
2024-11-20 21:40:53.909263,46.08,2750.87,65.22,678.71,160.11,2.52
2024-11-20 21:41:53.909263,59.93,4045.82,169.57,219.62,459.57,0.27
2024-11-20 21:42:53.909263,41.39,1515.21,183.92,501.69,573.56,0.5
2024-11-20 21:43:53.909263,40.88,2457.22,38.76,726.82,171.57,4.78
2024-11-20 21:44:53.909263,43.99,3317.9,174.78,93.65,961.04,4.59
2024-11-20 21:45:53.909263,41.05,3179.65,19.09,216.49,982.1,4.43
2024-11-20 21:46:53.909263,44.98,2248.81,166.29,683.06,616.53,3.12
2024-11-20 21:47:53.909263,65.03,3792.68,137.13,104.43,240.91,3.42
2024-11-20 21:48:53.909263,49.98,1633.48,49.98,484.84,724.82,4.98
2024-11-20 21:49:53.909263,70.76,2032.96,130.24,406.29,640.11,4.48
2024-11-20 21:50:53.909263,61.37,1321.16,40.74,117.92,455.04,2.88
2024-11-20 21:51:53.909263,71.14,3881.13,24.98,306.68,906.39,2.19
2024-11-20 21:52:53.909263,41.18,1125.73,182.14,300.78,870.46,0.98
2024-11-20 21:53:53.909263,21.1,3670.19,30.32,210.73,106.66,4.98
2024-11-20 21:54:53.909263,63.71,3613.18,33.47,363.4,60.66,1.87
2024-11-20 21:55:53.909263,46.64,1246.85,129.75,460.28,732.5,3.67
2024-11-20 21:56:53.909263,48.68,2438.49,153.67,28.53,620.95,1.41
2024-11-20 21:57:53.909263,23.15,1068.92,139.41,558.62,542.38,3.57
2024-11-20 21:58:53.909263,49.87,1065.0,118.59,719.25,171.21,1.65
2024-11-20 21:59:53.909263,57.25,1106.13,6.22,828.92,165.2,0.57
2024-11-20 22:00:53.909263,79.26,2361.69,131.2,305.1,389.22,3.95
2024-11-20 22:01:53.909263,45.28,1235.62,75.01,825.84,881.86,1.59
2024-11-20 22:02:53.909263,45.39,1168.13,67.48,692.87,728.48,4.8
2024-11-20 22:03:53.909263,42.34,3848.67,75.22,734.24,720.13,4.3
2024-11-20 22:04:53.909263,73.92,3736.01,62.0,628.25,658.21,3.35
2024-11-20 22:05:53.909263,53.58,1539.73,5.45,694.42,92.03,2.25
2024-11-20 22:06:53.909263,30.97,2228.37,41.38,646.36,290.94,1.2
2024-11-20 22:07:53.909263,26.49,2330.58,88.69,676.16,921.88,0.88
2024-11-20 22:08:53.909263,56.89,1914.66,110.37,474.89,138.81,0.94
2024-11-20 22:09:53.909263,50.79,4085.34,193.48,946.84,995.98,0.29
2024-11-20 22:10:53.909263,67.64,2105.27,142.23,272.72,818.33,0.73
2024-11-20 22:11:53.909263,59.02,2797.96,5.8,349.15,13.66,1.62
2024-11-20 22:12:53.909263,64.65,2929.0,169.55,444.07,308.18,0.83
2024-11-20 22:13:53.909263,57.66,1506.42,28.06,112.14,576.57,4.53
2024-11-20 22:14:53.909263,60.09,1287.96,180.08,327.18,370.29,4.19
2024-11-20 22:15:53.909263,41.63,3090.53,71.73,829.58,870.91,3.37
2024-11-20 22:16:53.909263,57.57,3276.87,33.08,64.22,401.21,3.01
2024-11-20 22:17:53.909263,24.95,3880.78,113.55,426.8,920.31,4.26
2024-11-20 22:18:53.909263,46.34,2988.46,49.61,906.13,174.95,0.11
2024-11-20 22:19:53.909263,56.03,3532.53,129.94,652.43,758.85,0.86
2024-11-20 22:20:53.909263,74.03,1288.54,94.64,962.23,790.43,0.78
2024-11-20 22:21:53.909263,62.73,4027.18,108.88,914.92,777.24,2.37
2024-11-20 22:22:53.909263,80.2,3970.78,104.56,440.3,424.83,2.69
2024-11-20 22:23:53.909263,53.11,4029.06,38.84,635.61,292.22,4.56
2024-11-20 22:24:53.909263,36.63,1332.81,192.49,798.5,111.53,1.74
2024-11-20 22:25:53.909263,38.52,1350.19,92.69,422.57,151.24,4.94
2024-11-20 22:26:53.909263,25.8,1300.88,57.77,22.24,315.86,4.37
2024-11-20 22:27:53.909263,19.07,1973.35,96.9,898.46,844.82,3.59
2024-11-20 22:28:53.909263,57.34,1765.2,173.69,524.91,495.96,1.65
2024-11-20 22:29:53.909263,59.56,1834.01,147.94,400.45,323.56,4.29
2024-11-20 22:30:53.909263,50.68,1375.04,33.5,132.13,872.62,3.03
2024-11-20 22:31:53.909263,53.35,2324.95,25.45,207.24,242.37,4.69
2024-11-20 22:32:53.909263,37.94,3345.52,122.89,689.82,369.36,4.41
2024-11-20 22:33:53.909263,53.97,3392.23,196.83,117.38,445.56,2.67
2024-11-20 22:34:53.909263,34.93,1256.48,47.39,192.48,984.99,4.47
2024-11-20 22:35:53.909263,55.3,3485.73,164.27,910.18,439.29,4.51
2024-11-20 22:36:53.909263,46.02,2251.7,123.18,511.7,648.28,3.21
2024-11-20 22:37:53.909263,54.36,1994.12,164.38,89.4,504.88,0.31
2024-11-20 22:38:53.909263,42.07,1365.49,141.44,119.5,833.47,1.66
2024-11-20 22:39:53.909263,59.52,3655.29,13.58,31.11,699.25,0.5
2024-11-20 22:40:53.909263,36.96,2259.46,79.27,167.51,558.41,2.81
2024-11-20 22:41:53.909263,47.05,1346.87,179.46,413.4,509.56,0.19
2024-11-20 22:42:53.909263,27.79,4024.71,80.73,339.38,933.28,2.0
2024-11-20 22:43:53.909263,37.6,2801.84,57.17,292.91,963.72,0.9
2024-11-20 22:44:53.909263,59.11,1195.24,159.57,72.59,78.42,1.44
2024-11-20 22:45:53.909263,31.48,2983.21,78.18,769.74,834.35,3.82
2024-11-20 22:46:53.909263,43.32,2754.89,186.59,439.08,386.02,4.09
2024-11-20 22:47:53.909263,63.33,1981.09,186.62,517.16,290.66,3.94
2024-11-20 22:48:53.909263,68.76,2758.28,144.45,909.81,213.24,0.48
2024-11-20 22:49:53.909263,36.27,3036.41,48.59,327.07,709.36,4.0
2024-11-20 22:50:53.909263,55.45,1909.96,119.89,936.66,65.46,0.76
2024-11-20 22:51:53.909263,32.99,2602.04,105.57,923.22,685.37,1.61
2024-11-20 22:52:53.909263,30.36,2831.79,5.54,478.01,213.09,0.0
2024-11-20 22:53:53.909263,45.13,3732.9,111.18,396.54,876.64,2.74
2024-11-20 22:54:53.909263,38.52,1356.36,151.76,590.21,248.8,4.14
2024-11-20 22:55:53.909263,46.77,2135.34,86.28,236.37,975.53,1.99
2024-11-20 22:56:53.909263,67.39,1455.74,154.76,312.18,223.86,3.53
2024-11-20 22:57:53.909263,38.04,3847.61,106.65,391.16,587.69,2.45
2024-11-20 22:58:53.909263,48.69,3373.73,104.37,646.34,163.38,3.25
2024-11-20 22:59:53.909263,63.58,2717.65,92.9,252.49,847.98,0.72
2024-11-20 23:00:53.909263,45.86,3747.58,136.83,910.02,424.01,4.83
2024-11-20 23:01:53.909263,43.23,3991.67,80.66,880.32,256.94,4.36
2024-11-20 23:02:53.909263,59.93,1725.34,94.35,385.28,610.42,3.94
2024-11-20 23:03:53.909263,54.68,1372.72,15.15,549.24,496.96,0.59
2024-11-20 23:04:53.909263,49.2,2763.18,121.18,268.1,298.72,4.21
2024-11-20 23:05:53.909263,57.01,3992.8,32.96,151.12,12.96,4.51
2024-11-20 23:06:53.909263,11.28,3748.98,124.24,759.66,48.33,0.87
2024-11-20 23:07:53.909263,34.12,3660.65,150.81,578.67,84.72,4.05
2024-11-20 23:08:53.909263,37.94,2036.83,44.39,21.39,232.45,4.82
2024-11-20 23:09:53.909263,55.6,2820.32,160.29,50.88,375.96,2.18
2024-11-20 23:10:53.909263,45.85,1542.9,81.69,865.54,582.22,3.76
2024-11-20 23:11:53.909263,46.99,4028.28,42.65,425.24,626.87,1.99
2024-11-20 23:12:53.909263,78.67,2080.39,98.59,540.16,163.62,2.46
2024-11-20 23:13:53.909263,46.8,2152.36,192.84,149.25,135.85,3.67
2024-11-20 23:14:53.909263,72.81,3904.0,17.89,216.21,546.99,0.56
2024-11-20 23:15:53.909263,8.57,1435.72,94.04,244.35,891.13,3.24
2024-11-20 23:16:53.909263,67.55,1908.73,144.13,20.01,417.86,0.23
2024-11-20 23:17:53.909263,59.69,1161.51,166.35,369.33,776.04,3.43
2024-11-20 23:18:53.909263,44.59,3577.98,16.1,431.4,815.5,0.4
2024-11-20 23:19:53.909263,11.19,1262.19,170.58,574.81,985.76,0.6
2024-11-20 23:20:53.909263,75.55,2942.91,15.52,622.45,578.82,3.42
2024-11-20 23:21:53.909263,35.77,1080.39,103.57,16.34,600.11,4.88
2024-11-20 23:22:53.909263,36.84,3172.36,103.54,175.76,275.19,0.75
2024-11-20 23:23:53.909263,81.06,2343.63,114.84,776.09,193.56,2.88
2024-11-20 23:24:53.909263,35.24,1860.89,162.7,380.22,709.07,1.76
2024-11-20 23:25:53.909263,49.16,3856.11,72.65,296.82,984.71,4.54
2024-11-20 23:26:53.909263,43.78,2313.61,62.75,564.33,830.15,3.6
2024-11-20 23:27:53.909263,78.63,3638.94,26.47,124.89,11.62,2.44
2024-11-20 23:28:53.909263,19.19,2942.77,172.39,420.43,566.36,1.68
2024-11-20 23:29:53.909263,32.15,3505.92,50.69,344.63,563.65,2.79
2024-11-20 23:30:53.909263,37.64,1528.2,25.91,960.9,171.98,4.69
2024-11-20 23:31:53.909263,32.72,1504.96,77.02,800.61,766.89,3.25
2024-11-20 23:32:53.909263,59.17,2102.58,165.8,601.87,500.28,2.11
2024-11-20 23:33:53.909263,44.59,2256.99,77.91,841.08,308.74,0.22
2024-11-20 23:34:53.909263,56.63,2467.77,180.83,128.47,230.79,3.18
2024-11-20 23:35:53.909263,55.44,3286.17,161.96,238.86,262.4,2.68
2024-11-20 23:36:53.909263,53.65,1407.99,196.74,104.6,230.39,1.07
2024-11-20 23:37:53.909263,69.85,1667.05,110.6,302.21,172.09,2.9
2024-11-20 23:38:53.909263,66.47,1647.55,137.4,132.79,814.41,4.99
2024-11-20 23:39:53.909263,39.84,1146.97,149.75,702.5,512.9,2.73
2024-11-20 23:40:53.909263,52.85,2538.85,193.48,913.69,980.57,2.35
2024-11-20 23:41:53.909263,38.8,3315.15,133.9,620.21,700.45,0.23
2024-11-20 23:42:53.909263,30.35,3709.48,138.96,880.32,581.37,0.66
2024-11-20 23:43:53.909263,69.05,2740.5,154.95,638.38,669.48,3.68
2024-11-20 23:44:53.909263,72.55,2425.45,10.97,568.07,972.02,1.47
2024-11-20 23:45:53.909263,40.1,2971.83,90.22,645.24,565.97,0.43
2024-11-20 23:46:53.909263,27.93,3454.47,156.01,347.57,216.17,4.21
2024-11-20 23:47:53.909263,47.82,3884.47,106.64,92.3,500.7,0.16
2024-11-20 23:48:53.909263,50.56,2660.46,132.43,440.67,300.68,3.34
2024-11-20 23:49:53.909263,63.78,1229.99,109.33,356.77,130.88,1.55
2024-11-20 23:50:53.909263,46.55,3517.72,119.34,689.71,752.03,0.87
2024-11-20 23:51:53.909263,42.06,2627.62,155.12,724.56,298.96,1.26
2024-11-20 23:52:53.909263,52.83,1719.69,101.25,219.75,69.68,2.1
2024-11-20 23:53:53.909263,86.82,1714.28,38.16,258.0,157.42,1.42
2024-11-20 23:54:53.909263,60.11,2454.86,153.33,935.47,800.85,3.1
2024-11-20 23:55:53.909263,49.98,3366.33,19.73,164.49,782.92,2.3
2024-11-20 23:56:53.909263,22.17,2749.88,198.99,992.12,49.67,1.54
2024-11-20 23:57:53.909263,38.54,3703.01,43.03,433.27,27.34,4.48
2024-11-20 23:58:53.909263,57.9,4081.21,111.73,411.64,741.41,3.64
2024-11-20 23:59:53.909263,30.86,4026.42,10.64,25.65,356.24,3.44
2024-11-21 00:00:53.909263,60.26,2777.85,41.78,218.87,784.72,3.76
2024-11-21 00:01:53.909263,55.45,2448.67,151.36,536.96,359.49,2.38
2024-11-21 00:02:53.909263,52.9,1365.88,20.9,949.03,17.01,3.43
2024-11-21 00:03:53.909263,49.03,3684.51,134.58,922.84,310.48,4.15
2024-11-21 00:04:53.909263,65.93,2444.1,34.8,239.35,226.7,0.02
2024-11-21 00:05:53.909263,48.94,2886.69,86.45,336.8,502.49,4.16
2024-11-21 00:06:53.909263,45.27,2608.46,178.88,933.0,456.45,1.11
2024-11-21 00:07:53.909263,31.44,3494.99,61.4,818.12,216.0,0.12
2024-11-21 00:08:53.909263,54.23,4007.83,93.48,339.92,959.4,1.24
2024-11-21 00:09:53.909263,65.71,2713.92,142.48,344.06,774.87,3.95
2024-11-21 00:10:53.909263,61.01,3204.27,92.57,168.58,866.87,1.27
2024-11-21 00:11:53.909263,53.93,2314.15,136.5,806.65,834.51,4.17
2024-11-21 00:12:53.909263,62.75,3574.82,179.5,374.14,449.94,2.61
2024-11-21 00:13:53.909263,42.21,2533.51,120.21,349.98,369.36,4.99
2024-11-21 00:14:53.909263,44.15,2824.92,127.87,126.91,981.22,0.37
2024-11-21 00:15:53.909263,54.67,2265.6,87.96,394.84,704.71,4.5
2024-11-21 00:16:53.909263,81.19,1577.48,146.87,588.79,470.56,4.38
2024-11-21 00:17:53.909263,39.65,3941.74,8.98,417.22,633.86,3.25
2024-11-21 00:18:53.909263,22.82,2350.26,194.24,826.82,215.45,3.49
2024-11-21 00:19:53.909263,72.83,1379.14,154.32,575.53,126.14,1.81
2024-11-21 00:20:53.909263,56.75,1599.47,95.08,382.36,743.39,3.71
2024-11-21 00:21:53.909263,62.49,2336.52,113.77,390.96,236.78,0.24
2024-11-21 00:22:53.909263,57.08,1998.14,185.11,617.17,733.62,2.64
2024-11-21 00:23:53.909263,41.09,3566.95,114.02,177.55,723.48,1.22
2024-11-21 00:24:53.909263,53.54,1180.12,86.04,266.53,746.18,4.18
2024-11-21 00:25:53.909263,54.24,3229.01,192.08,35.11,758.17,1.77
2024-11-21 00:26:53.909263,27.13,2967.53,159.24,374.24,674.17,4.59
2024-11-21 00:27:53.909263,40.98,1763.47,81.7,454.32,838.6,4.43
2024-11-21 00:28:53.909263,43.04,1247.31,12.28,379.46,646.85,4.6
2024-11-21 00:29:53.909263,61.74,3799.73,133.0,787.26,459.15,3.49
2024-11-21 00:30:53.909263,53.13,3180.82,143.95,448.54,288.94,4.77
2024-11-21 00:31:53.909263,48.82,1709.21,161.6,821.43,664.97,0.21
2024-11-21 00:32:53.909263,63.65,1753.95,12.63,147.36,955.74,4.08
2024-11-21 00:33:53.909263,78.65,1735.83,20.57,648.72,879.83,3.36
2024-11-21 00:34:53.909263,70.35,1148.72,67.64,261.84,151.97,4.45
2024-11-21 00:35:53.909263,68.12,3398.66,18.48,530.76,790.1,3.54
2024-11-21 00:36:53.909263,62.92,1716.72,195.97,605.02,190.14,1.14
2024-11-21 00:37:53.909263,31.93,1093.22,8.97,402.62,577.44,4.94
2024-11-21 00:38:53.909263,79.69,2400.03,30.82,254.61,972.16,4.24
2024-11-21 00:39:53.909263,25.58,2888.83,175.51,464.34,42.01,3.49
2024-11-21 00:40:53.909263,46.25,1110.31,180.18,697.36,134.95,2.7
2024-11-21 00:41:53.909263,41.45,2975.74,21.96,340.75,716.71,1.87
2024-11-21 00:42:53.909263,70.65,1358.73,40.96,995.12,175.91,0.35
2024-11-21 00:43:53.909263,71.05,3447.26,87.12,803.53,361.51,2.65
2024-11-21 00:44:53.909263,48.27,3477.02,105.94,688.18,780.67,3.74
2024-11-21 00:45:53.909263,53.78,2472.28,16.3,666.62,313.69,4.64
2024-11-21 00:46:53.909263,33.37,3201.68,137.7,246.33,854.31,0.33
2024-11-21 00:47:53.909263,37.83,4053.09,45.51,594.43,931.61,1.52
2024-11-21 00:48:53.909263,81.16,3779.22,60.9,705.26,25.82,0.25
2024-11-21 00:49:53.909263,66.26,2879.5,102.88,853.69,534.69,4.62
2024-11-21 00:50:53.909263,45.82,1160.78,43.52,800.76,867.84,3.73
2024-11-21 00:51:53.909263,41.19,3600.98,194.05,737.22,305.45,2.32
2024-11-21 00:52:53.909263,63.47,2979.97,103.86,408.05,124.1,0.82
2024-11-21 00:53:53.909263,51.05,3883.45,138.39,243.3,666.93,2.18
2024-11-21 00:54:53.909263,56.13,3319.69,14.77,55.14,544.14,2.04
2024-11-21 00:55:53.909263,55.46,2562.14,181.9,740.03,144.26,4.92
2024-11-21 00:56:53.909263,54.12,1344.03,137.94,137.99,682.27,2.57
2024-11-21 00:57:53.909263,70.97,2165.77,57.47,496.22,595.35,0.45
2024-11-21 00:58:53.909263,38.08,2444.92,5.56,179.29,818.62,2.55
2024-11-21 00:59:53.909263,28.17,3217.29,187.05,822.29,580.54,0.06
2024-11-21 01:00:53.909263,62.62,1558.65,71.07,906.04,911.08,3.79
2024-11-21 01:01:53.909263,54.87,3613.38,134.75,681.89,98.89,4.03
2024-11-21 01:02:53.909263,40.15,2084.93,144.82,258.6,573.87,4.49
2024-11-21 01:03:53.909263,53.16,3898.56,7.27,761.91,743.16,2.61
2024-11-21 01:04:53.909263,46.38,2903.49,139.29,775.71,708.32,1.32
2024-11-21 01:05:53.909263,37.7,2333.52,70.72,91.83,564.32,0.05
2024-11-21 01:06:53.909263,95.33,3685.7,178.99,133.55,423.18,3.54
2024-11-21 01:07:53.909263,35.55,1892.88,53.23,143.39,589.13,4.58
2024-11-21 01:08:53.909263,35.76,1427.98,183.61,295.06,760.11,3.73
2024-11-21 01:09:53.909263,61.87,3859.0,64.73,300.2,125.27,4.23
2024-11-21 01:10:53.909263,29.23,2710.25,36.76,725.3,286.48,3.61
2024-11-21 01:11:53.909263,66.85,2299.73,138.36,132.23,224.16,4.72
2024-11-21 01:12:53.909263,63.0,2780.34,87.05,673.26,983.29,3.58
2024-11-21 01:13:53.909263,56.99,1586.05,78.02,104.14,973.35,2.37
2024-11-21 01:14:53.909263,56.66,2852.28,25.71,27.38,265.9,2.33
2024-11-21 01:15:53.909263,65.02,4040.68,181.27,357.22,926.11,3.62
2024-11-21 01:16:53.909263,72.36,3352.47,108.92,645.39,148.88,0.49
2024-11-21 01:17:53.909263,75.55,3282.58,162.77,327.07,290.36,1.4
2024-11-21 01:18:53.909263,44.42,1692.03,23.95,884.36,478.26,1.81
2024-11-21 01:19:53.909263,53.24,1329.99,155.14,794.57,294.25,3.5
2024-11-21 01:20:53.909263,58.79,1318.65,188.23,596.43,308.41,3.27
2024-11-21 01:21:53.909263,58.42,2158.31,61.53,392.9,768.95,2.02
2024-11-21 01:22:53.909263,25.92,1316.68,52.51,73.0,389.31,4.49
2024-11-21 01:23:53.909263,36.28,2644.86,61.43,264.58,44.76,3.11
2024-11-21 01:24:53.909263,50.95,3820.32,178.19,771.19,968.51,3.03
2024-11-21 01:25:53.909263,47.65,3151.95,115.05,781.33,327.34,0.21
2024-11-21 01:26:53.909263,50.12,1317.25,14.84,82.34,951.5,2.99
2024-11-21 01:27:53.909263,35.68,1034.51,31.51,776.99,924.4,4.9
2024-11-21 01:28:53.909263,60.69,4053.13,63.63,724.58,940.48,3.21
2024-11-21 01:29:53.909263,69.76,3890.95,70.24,458.55,295.26,0.58
2024-11-21 01:30:53.909263,47.01,2658.31,81.66,648.19,743.84,3.5
2024-11-21 01:31:53.909263,47.68,3368.68,142.98,509.18,413.16,1.2
2024-11-21 01:32:53.909263,43.02,3885.0,198.24,196.29,258.07,0.53
2024-11-21 01:33:53.909263,36.5,1475.89,141.69,196.58,344.43,3.87
2024-11-21 01:34:53.909263,49.49,3378.95,6.27,252.67,938.5,0.89
2024-11-21 01:35:53.909263,30.21,2414.88,64.36,74.1,570.95,4.5
2024-11-21 01:36:53.909263,52.78,1055.68,197.68,291.52,115.41,3.44
2024-11-21 01:37:53.909263,44.42,1601.56,128.44,195.35,966.66,2.62
2024-11-21 01:38:53.909263,40.76,3065.75,126.09,322.17,448.66,1.61
2024-11-21 01:39:53.909263,51.37,1587.43,138.04,398.63,865.94,2.34
2024-11-21 01:40:53.909263,69.05,3121.15,87.38,718.3,731.06,3.79
2024-11-21 01:41:53.909263,81.2,2792.92,5.65,317.41,202.67,2.25
2024-11-21 01:42:53.909263,26.65,2617.58,164.0,985.37,663.12,3.52
2024-11-21 01:43:53.909263,33.64,3247.96,96.67,480.75,354.88,1.08
2024-11-21 01:44:53.909263,83.19,3829.41,112.04,774.29,524.81,4.25
2024-11-21 01:45:53.909263,74.25,1935.25,148.31,147.83,468.3,2.8
2024-11-21 01:46:53.909263,67.02,2772.06,14.15,739.67,924.39,1.77
2024-11-21 01:47:53.909263,48.64,2431.14,170.47,514.52,499.3,4.27
2024-11-21 01:48:53.909263,36.15,3830.63,165.9,993.17,781.19,2.05
2024-11-21 01:49:53.909263,54.06,2181.94,121.69,335.19,950.65,0.86
2024-11-21 01:50:53.909263,24.19,2403.94,199.04,323.95,451.65,0.25
2024-11-21 01:51:53.909263,48.34,1541.09,147.6,314.19,502.84,0.36
2024-11-21 01:52:53.909263,48.62,2650.08,77.77,456.62,228.38,4.39
2024-11-21 01:53:53.909263,36.85,1464.59,23.99,965.01,222.36,3.9
2024-11-21 01:54:53.909263,29.03,3465.82,196.59,214.97,678.89,2.58
2024-11-21 01:55:53.909263,65.21,3870.89,113.36,332.99,36.09,4.76
2024-11-21 01:56:53.909263,72.9,3517.86,47.25,193.84,731.38,0.24
2024-11-21 01:57:53.909263,50.33,2317.06,74.14,285.8,196.29,4.0
2024-11-21 01:58:53.909263,56.0,3292.72,168.12,195.03,895.45,4.43
2024-11-21 01:59:53.909263,28.13,1116.71,174.39,71.41,137.57,0.86
2024-11-21 02:00:53.909263,45.26,2907.11,5.24,808.89,250.46,4.5
2024-11-21 02:01:53.909263,45.83,2374.06,78.55,145.18,43.95,2.45
2024-11-21 02:02:53.909263,57.58,1143.61,153.99,487.1,728.06,2.71
2024-11-21 02:03:53.909263,35.46,2762.35,89.97,945.43,686.61,4.08
2024-11-21 02:04:53.909263,67.13,2112.52,30.28,735.55,937.68,3.37
